CampaignID,CampaignName,CustomerID,CampaignMedium,EngagementLevel,ConversionStatus
CAM1242,Campaign Relate,CUST04644,Push Notification,Ignored,Converted
CAM1243,Campaign That,CUST01396,Push Notification,Opened,Not Converted
CAM1244,Campaign Generation,CUST05404,Social Media,Ignored,Converted
CAM1245,Campaign Woman,CUST03957,Social Media,Clicked,Not Converted
CAM1246,Campaign Participant,CUST08143,Email,Ignored,Not Converted
CAM1247,Campaign Audience,CUST07243,Push Notification,Ignored,Not Converted
CAM1248,Campaign Employee,CUST04941,Email,Opened,Converted
CAM1249,Campaign Appear,CUST01090,Push Notification,Clicked,Converted
CAM1250,Campaign High,CUST08682,Push Notification,Opened,Not Converted
CAM1251,Campaign Actually,CUST08304,Social Media,Ignored,Converted
CAM1252,Campaign Suddenly,CUST00365,Social Media,Clicked,Not Converted
CAM1253,Campaign Arrive,CUST01129,SMS,Ignored,Converted
CAM1254,Campaign No,CUST02780,SMS,Ignored,Not Converted
CAM1255,Campaign Laugh,CUST09932,Push Notification,Opened,Converted
CAM1256,Campaign Five,CUST03574,Email,Clicked,Not Converted
CAM1257,Campaign Without,CUST03450,SMS,Opened,Converted
CAM1258,Campaign Marriage,CUST03264,Social Media,Clicked,Converted
CAM1259,Campaign Star,CUST04908,SMS,Opened,Not Converted
CAM1260,Campaign Possible,CUST09446,SMS,Ignored,Not Converted
CAM1261,Campaign Me,CUST05020,Push Notification,Clicked,Not Converted
CAM1262,Campaign Run,CUST05017,Social Media,Clicked,Converted
CAM1263,Campaign Discover,CUST01969,Push Notification,Clicked,Not Converted
CAM1264,Campaign Ask,CUST02782,Email,Clicked,Not Converted
CAM1265,Campaign Board,CUST01379,SMS,Ignored,Not Converted
CAM1266,Campaign Outside,CUST07759,SMS,Opened,Converted
CAM1267,Campaign Start,CUST01316,Social Media,Clicked,Not Converted
CAM1268,Campaign Social,CUST01989,Email,Opened,Not Converted
CAM1269,Campaign Name,CUST09085,SMS,Ignored,Converted
CAM1270,Campaign Do,CUST09417,Social Media,Opened,Not Converted
CAM1271,Campaign Bank,CUST00609,Email,Opened,Converted
CAM1272,Campaign Film,CUST09321,Social Media,Clicked,Not Converted
CAM1273,Campaign Different,CUST08170,Social Media,Opened,Converted
CAM1274,Campaign Should,CUST02883,Email,Clicked,Not Converted
CAM1275,Campaign Reduce,CUST08906,Push Notification,Opened,Converted
CAM1276,Campaign Card,CUST05833,Social Media,Clicked,Not Converted
CAM1277,Campaign Enjoy,CUST09004,Email,Ignored,Converted
CAM1278,Campaign Something,CUST07135,SMS,Clicked,Not Converted
CAM1279,Campaign Address,CUST08795,Push Notification,Clicked,Converted
CAM1280,Campaign Environment,CUST04821,Push Notification,Ignored,Not Converted
CAM1281,Campaign Can,CUST09632,Social Media,Clicked,Not Converted
CAM1282,Campaign Seat,CUST06726,Email,Opened,Not Converted
CAM1283,Campaign Stop,CUST07066,Social Media,Opened,Not Converted
CAM1284,Campaign Night,CUST06522,SMS,Opened,Not Converted
CAM1285,Campaign Treatment,CUST09759,SMS,Clicked,Not Converted
CAM1286,Campaign Man,CUST02329,Push Notification,Clicked,Converted
CAM1287,Campaign Two,CUST03833,Push Notification,Clicked,Converted
CAM1288,Campaign Process,CUST01853,Email,Opened,Not Converted
CAM1289,Campaign Mean,CUST09932,SMS,Ignored,Not Converted
CAM1290,Campaign Indeed,CUST02783,Push Notification,Clicked,Converted
CAM1291,Campaign Avoid,CUST01937,SMS,Opened,Converted
CAM1292,Campaign Ready,CUST02150,Social Media,Opened,Not Converted
CAM1293,Campaign Wrong,CUST02978,SMS,Opened,Not Converted
CAM1294,Campaign Both,CUST01353,SMS,Clicked,Converted
CAM1295,Campaign Trip,CUST02049,SMS,Clicked,Converted
CAM1296,Campaign Song,CUST00346,SMS,Opened,Converted
CAM1297,Campaign Hope,CUST08720,Social Media,Opened,Converted
CAM1298,Campaign Indicate,CUST09034,Push Notification,Ignored,Not Converted
CAM1299,Campaign Visit,CUST02076,Email,Clicked,Converted
CAM1300,Campaign Upon,CUST02948,SMS,Ignored,Converted
CAM1301,Campaign Father,CUST03309,Social Media,Clicked,Not Converted
CAM1302,Campaign Wait,CUST05735,Push Notification,Opened,Not Converted
CAM1303,Campaign Sing,CUST07643,Email,Opened,Converted
CAM1304,Campaign Camera,CUST00737,SMS,Ignored,Not Converted
CAM1305,Campaign Alone,CUST07105,Email,Ignored,Not Converted
CAM1306,Campaign Century,CUST08895,SMS,Opened,Not Converted
CAM1307,Campaign Worker,CUST06222,Email,Opened,Not Converted
CAM1308,Campaign Center,CUST07086,Email,Clicked,Not Converted
CAM1309,Campaign Statement,CUST03360,Email,Ignored,Not Converted
CAM1310,Campaign Next,CUST01173,Email,Ignored,Not Converted
CAM1311,Campaign Seek,CUST05119,SMS,Clicked,Converted
CAM1312,Campaign Reflect,CUST07309,Social Media,Ignored,Converted
CAM1313,Campaign His,CUST01942,Social Media,Ignored,Converted
CAM1314,Campaign Receive,CUST04540,SMS,Opened,Converted
CAM1315,Campaign Technology,CUST09749,Push Notification,Opened,Not Converted
CAM1316,Campaign Company,CUST01167,Social Media,Opened,Converted
CAM1317,Campaign Listen,CUST05890,Email,Ignored,Not Converted
CAM1318,Campaign Raise,CUST04645,Push Notification,Ignored,Not Converted
CAM1319,Campaign Field,CUST08257,Social Media,Ignored,Not Converted
CAM1320,Campaign Together,CUST07447,SMS,Opened,Not Converted
CAM1321,Campaign Professional,CUST05976,Push Notification,Clicked,Converted
CAM1322,Campaign Use,CUST08182,SMS,Ignored,Not Converted
CAM1323,Campaign Scientist,CUST00657,Social Media,Opened,Converted
CAM1324,Campaign Speak,CUST03512,Push Notification,Clicked,Not Converted
CAM1325,Campaign Street,CUST05404,Email,Clicked,Not Converted
CAM1326,Campaign Turn,CUST06326,Email,Clicked,Converted
CAM1327,Campaign Space,CUST03402,SMS,Clicked,Converted
CAM1328,Campaign In,CUST09967,Social Media,Clicked,Not Converted
CAM1329,Campaign Key,CUST04194,Push Notification,Clicked,Not Converted
CAM1330,Campaign Age,CUST02581,Social Media,Ignored,Converted
CAM1331,Campaign Member,CUST02550,Social Media,Opened,Not Converted
CAM1332,Campaign Subject,CUST07099,Email,Ignored,Not Converted
CAM1333,Campaign Here,CUST03633,Push Notification,Opened,Converted
CAM1334,Campaign Media,CUST04083,Push Notification,Clicked,Not Converted
CAM1335,Campaign Miss,CUST04254,Push Notification,Opened,Not Converted
CAM1336,Campaign Other,CUST04730,Social Media,Ignored,Not Converted
CAM1337,Campaign Low,CUST03519,Social Media,Opened,Converted
CAM1338,Campaign Blue,CUST08247,Email,Clicked,Converted
CAM1339,Campaign Performance,CUST09528,Social Media,Ignored,Not Converted
CAM1340,Campaign Beautiful,CUST03300,Social Media,Clicked,Converted
CAM1341,Campaign Worker,CUST00728,Social Media,Ignored,Converted
CAM1342,Campaign Find,CUST09378,SMS,Opened,Not Converted
CAM1343,Campaign Both,CUST05076,Social Media,Opened,Not Converted
CAM1344,Campaign Site,CUST08636,SMS,Ignored,Not Converted
CAM1345,Campaign Fly,CUST07792,SMS,Clicked,Converted
CAM1346,Campaign Field,CUST05545,Push Notification,Ignored,Converted
CAM1347,Campaign Fill,CUST07762,Social Media,Clicked,Not Converted
CAM1348,Campaign Them,CUST08370,Social Media,Clicked,Converted
CAM1349,Campaign Church,CUST06091,Push Notification,Clicked,Not Converted
CAM1350,Campaign Drive,CUST03746,SMS,Ignored,Converted
CAM1351,Campaign Growth,CUST01494,Push Notification,Clicked,Not Converted
CAM1352,Campaign Collection,CUST07143,Email,Ignored,Converted
CAM1353,Campaign Process,CUST06239,SMS,Opened,Converted
CAM1354,Campaign Protect,CUST01486,Push Notification,Opened,Converted
CAM1355,Campaign Cold,CUST04418,SMS,Ignored,Not Converted
CAM1356,Campaign Action,CUST07213,Email,Ignored,Not Converted
CAM1357,Campaign Purpose,CUST04190,Social Media,Opened,Converted
CAM1358,Campaign When,CUST07598,Push Notification,Clicked,Not Converted
CAM1359,Campaign Relationship,CUST09051,Push Notification,Ignored,Converted
CAM1360,Campaign Kind,CUST09934,Social Media,Clicked,Not Converted
CAM1361,Campaign Floor,CUST07312,Email,Opened,Not Converted
CAM1362,Campaign His,CUST07425,Social Media,Opened,Converted
CAM1363,Campaign Measure,CUST00884,Social Media,Clicked,Converted
CAM1364,Campaign Result,CUST02623,Email,Ignored,Converted
CAM1365,Campaign Realize,CUST02554,Email,Opened,Not Converted
CAM1366,Campaign Language,CUST04454,Social Media,Ignored,Not Converted
CAM1367,Campaign Sister,CUST00612,SMS,Opened,Converted
CAM1368,Campaign Debate,CUST02236,Email,Clicked,Converted
CAM1369,Campaign Decision,CUST03343,Push Notification,Opened,Not Converted
CAM1370,Campaign Just,CUST00270,Social Media,Clicked,Converted
CAM1371,Campaign Safe,CUST07794,Email,Clicked,Converted
CAM1372,Campaign New,CUST06139,Email,Ignored,Not Converted
CAM1373,Campaign Stage,CUST04463,Social Media,Ignored,Converted
CAM1374,Campaign Class,CUST02700,Email,Clicked,Converted
CAM1375,Campaign Investment,CUST05488,SMS,Clicked,Converted
CAM1376,Campaign Heavy,CUST04164,Email,Ignored,Converted
CAM1377,Campaign Close,CUST00517,Push Notification,Opened,Converted
CAM1378,Campaign Doctor,CUST00920,Email,Clicked,Converted
CAM1379,Campaign Seven,CUST02299,SMS,Ignored,Converted
CAM1380,Campaign Word,CUST02275,Social Media,Clicked,Converted
CAM1381,Campaign Also,CUST01053,Push Notification,Clicked,Converted
CAM1382,Campaign Assume,CUST09554,Push Notification,Ignored,Not Converted
CAM1383,Campaign Develop,CUST02604,Email,Opened,Not Converted
CAM1384,Campaign Address,CUST07859,Email,Opened,Converted
CAM1385,Campaign Loss,CUST06917,SMS,Opened,Not Converted
CAM1386,Campaign Hair,CUST00709,Email,Clicked,Not Converted
CAM1387,Campaign Prove,CUST01609,Social Media,Opened,Converted
CAM1388,Campaign Employee,CUST07554,Social Media,Ignored,Not Converted
CAM1389,Campaign Reach,CUST00712,Email,Ignored,Converted
CAM1390,Campaign Adult,CUST05534,SMS,Ignored,Converted
CAM1391,Campaign Main,CUST05608,SMS,Opened,Converted
CAM1392,Campaign Former,CUST03384,Social Media,Clicked,Not Converted
CAM1393,Campaign Half,CUST07551,SMS,Opened,Converted
CAM1394,Campaign Environment,CUST04111,Email,Ignored,Converted
CAM1395,Campaign Road,CUST07541,SMS,Opened,Converted
CAM1396,Campaign Establish,CUST09351,SMS,Clicked,Converted
CAM1397,Campaign Pay,CUST08934,Email,Clicked,Converted
CAM1398,Campaign Positive,CUST04330,Email,Opened,Not Converted
CAM1399,Campaign Lay,CUST09791,Push Notification,Ignored,Not Converted
CAM1400,Campaign Property,CUST00224,SMS,Opened,Converted
CAM1401,Campaign Friend,CUST07182,Push Notification,Clicked,Converted
CAM1402,Campaign Bed,CUST06936,SMS,Ignored,Not Converted
CAM1403,Campaign Glass,CUST06733,Email,Opened,Converted
CAM1404,Campaign Conference,CUST06203,SMS,Opened,Converted
CAM1405,Campaign Charge,CUST01334,Push Notification,Opened,Not Converted
CAM1406,Campaign Five,CUST08108,SMS,Opened,Not Converted
CAM1407,Campaign Knowledge,CUST08109,Email,Ignored,Not Converted
CAM1408,Campaign Ability,CUST08458,Push Notification,Opened,Not Converted
CAM1409,Campaign Role,CUST03033,SMS,Ignored,Converted
CAM1410,Campaign Since,CUST05826,Social Media,Opened,Not Converted
CAM1411,Campaign Edge,CUST07802,Push Notification,Ignored,Converted
CAM1412,Campaign See,CUST01412,SMS,Opened,Converted
CAM1413,Campaign Decision,CUST03783,Email,Ignored,Converted
CAM1414,Campaign Leave,CUST04505,SMS,Clicked,Not Converted
CAM1415,Campaign Agree,CUST04288,Push Notification,Opened,Converted
CAM1416,Campaign Hit,CUST03460,Push Notification,Ignored,Not Converted
CAM1417,Campaign Recently,CUST07180,Social Media,Opened,Not Converted
CAM1418,Campaign Nice,CUST03062,Push Notification,Ignored,Not Converted
CAM1419,Campaign Admit,CUST09039,Push Notification,Ignored,Converted
CAM1420,Campaign Stay,CUST09648,SMS,Opened,Converted
CAM1421,Campaign Certainly,CUST05043,SMS,Clicked,Not Converted
CAM1422,Campaign Two,CUST01907,Social Media,Ignored,Converted
CAM1423,Campaign Happen,CUST02771,Social Media,Ignored,Not Converted
CAM1424,Campaign Yourself,CUST08474,SMS,Ignored,Converted
CAM1425,Campaign Per,CUST08844,SMS,Clicked,Converted
CAM1426,Campaign About,CUST09517,Social Media,Clicked,Converted
CAM1427,Campaign Instead,CUST02861,Social Media,Ignored,Converted
CAM1428,Campaign Approach,CUST08051,SMS,Ignored,Converted
CAM1429,Campaign Perform,CUST00616,Social Media,Clicked,Not Converted
CAM1430,Campaign Magazine,CUST00419,SMS,Clicked,Converted
CAM1431,Campaign Since,CUST00997,Social Media,Clicked,Not Converted
CAM1432,Campaign Several,CUST04209,Push Notification,Ignored,Not Converted
CAM1433,Campaign Trade,CUST00509,Email,Ignored,Converted
CAM1434,Campaign Partner,CUST07934,SMS,Ignored,Converted
CAM1435,Campaign Sit,CUST00915,Email,Clicked,Converted
CAM1436,Campaign Development,CUST09392,SMS,Clicked,Not Converted
CAM1437,Campaign Crime,CUST03764,Push Notification,Clicked,Converted
CAM1438,Campaign Society,CUST04206,Social Media,Ignored,Not Converted
CAM1439,Campaign Case,CUST02747,SMS,Ignored,Converted
CAM1440,Campaign Wish,CUST02121,SMS,Ignored,Not Converted
CAM1441,Campaign Against,CUST01010,Email,Clicked,Converted
CAM1442,Campaign Others,CUST05306,Email,Ignored,Converted
CAM1443,Campaign Think,CUST02257,SMS,Opened,Not Converted
CAM1444,Campaign Or,CUST00773,Push Notification,Opened,Converted
CAM1445,Campaign Act,CUST01452,Push Notification,Ignored,Converted
CAM1446,Campaign Short,CUST07179,Email,Opened,Not Converted
CAM1447,Campaign Activity,CUST06889,SMS,Ignored,Converted
CAM1448,Campaign Want,CUST08663,Email,Ignored,Converted
CAM1449,Campaign Friend,CUST00251,Push Notification,Clicked,Not Converted
CAM1450,Campaign Hour,CUST01012,Email,Ignored,Converted
CAM1451,Campaign Police,CUST02717,SMS,Opened,Not Converted
CAM1452,Campaign Reveal,CUST08571,Email,Clicked,Not Converted
CAM1453,Campaign Phone,CUST08292,Email,Ignored,Not Converted
CAM1454,Campaign Little,CUST00116,Push Notification,Ignored,Not Converted
CAM1455,Campaign Open,CUST05327,Email,Clicked,Converted
CAM1456,Campaign Arrive,CUST07876,Push Notification,Opened,Not Converted
CAM1457,Campaign Note,CUST03051,SMS,Ignored,Not Converted
CAM1458,Campaign Data,CUST00370,SMS,Opened,Not Converted
CAM1459,Campaign Game,CUST05275,Push Notification,Clicked,Not Converted
CAM1460,Campaign Happy,CUST02032,Social Media,Opened,Not Converted
CAM1461,Campaign Expect,CUST09097,Email,Opened,Not Converted
CAM1462,Campaign Type,CUST03877,Social Media,Clicked,Converted
CAM1463,Campaign Probably,CUST06330,Social Media,Opened,Not Converted
CAM1464,Campaign Minute,CUST02499,SMS,Clicked,Not Converted
CAM1465,Campaign Agent,CUST03610,Social Media,Opened,Converted
CAM1466,Campaign Use,CUST02267,SMS,Ignored,Not Converted
CAM1467,Campaign Point,CUST09769,Social Media,Ignored,Converted
CAM1468,Campaign Open,CUST02972,Social Media,Ignored,Converted
CAM1469,Campaign Five,CUST00925,Push Notification,Clicked,Converted
CAM1470,Campaign Read,CUST00448,Push Notification,Opened,Not Converted
CAM1471,Campaign Adult,CUST03486,Social Media,Opened,Not Converted
CAM1472,Campaign Civil,CUST05743,Social Media,Opened,Not Converted
CAM1473,Campaign Amount,CUST05279,Email,Ignored,Not Converted
CAM1474,Campaign Our,CUST04903,Push Notification,Opened,Not Converted
CAM1475,Campaign Meet,CUST03311,Social Media,Clicked,Not Converted
CAM1476,Campaign Than,CUST09976,SMS,Opened,Converted
CAM1477,Campaign Chance,CUST06579,Email,Clicked,Converted
CAM1478,Campaign Full,CUST05669,Email,Opened,Not Converted
CAM1479,Campaign Hold,CUST08584,Push Notification,Opened,Converted
CAM1480,Campaign Go,CUST09036,Push Notification,Clicked,Converted
CAM1481,Campaign Occur,CUST01811,SMS,Clicked,Converted
CAM1482,Campaign Spring,CUST08423,SMS,Ignored,Not Converted
CAM1483,Campaign Capital,CUST00844,Email,Clicked,Not Converted
CAM1484,Campaign Address,CUST09893,Social Media,Ignored,Converted
CAM1485,Campaign Difference,CUST01969,Push Notification,Opened,Not Converted
CAM1486,Campaign Article,CUST04474,Push Notification,Opened,Converted
CAM1487,Campaign Party,CUST03408,SMS,Ignored,Not Converted
CAM1488,Campaign Right,CUST01473,Email,Clicked,Not Converted
CAM1489,Campaign May,CUST01606,Email,Clicked,Not Converted
CAM1490,Campaign Fill,CUST02739,Email,Ignored,Not Converted
CAM1491,Campaign Strategy,CUST05867,Email,Clicked,Converted
CAM1492,Campaign Role,CUST09060,Social Media,Clicked,Converted
CAM1493,Campaign Arm,CUST05485,Push Notification,Opened,Not Converted
CAM1494,Campaign While,CUST08481,SMS,Clicked,Not Converted
CAM1495,Campaign Should,CUST09415,Social Media,Clicked,Not Converted
CAM1496,Campaign Support,CUST07750,Social Media,Opened,Converted
CAM1497,Campaign Respond,CUST09095,Push Notification,Ignored,Converted
CAM1498,Campaign Simple,CUST00509,Social Media,Ignored,Converted
CAM1499,Campaign Others,CUST07087,Push Notification,Ignored,Converted
CAM1500,Campaign Follow,CUST00016,Push Notification,Ignored,Converted
CAM1501,Campaign Every,CUST07442,Push Notification,Opened,Converted
CAM1502,Campaign This,CUST05388,Email,Opened,Not Converted
CAM1503,Campaign Teach,CUST04532,Push Notification,Ignored,Converted
CAM1504,Campaign Speak,CUST00512,Push Notification,Opened,Not Converted
CAM1505,Campaign Include,CUST08094,Push Notification,Ignored,Converted
CAM1506,Campaign Agreement,CUST00462,Social Media,Clicked,Converted
CAM1507,Campaign Trial,CUST00187,SMS,Ignored,Not Converted
CAM1508,Campaign Through,CUST09735,Email,Ignored,Not Converted
CAM1509,Campaign Own,CUST09104,Social Media,Clicked,Not Converted
CAM1510,Campaign Avoid,CUST06965,Email,Ignored,Not Converted
CAM1511,Campaign News,CUST07347,Email,Opened,Converted
CAM1512,Campaign Occur,CUST08970,SMS,Opened,Not Converted
CAM1513,Campaign Organization,CUST01933,Social Media,Ignored,Not Converted
CAM1514,Campaign Arm,CUST03471,Social Media,Opened,Not Converted
CAM1515,Campaign Choice,CUST07409,Email,Ignored,Not Converted
CAM1516,Campaign Commercial,CUST05223,Email,Clicked,Not Converted
CAM1517,Campaign Sit,CUST01813,SMS,Ignored,Converted
CAM1518,Campaign Three,CUST06680,Email,Clicked,Converted
CAM1519,Campaign Fine,CUST07867,Push Notification,Opened,Converted
CAM1520,Campaign Matter,CUST00532,SMS,Clicked,Not Converted
CAM1521,Campaign Deal,CUST03312,SMS,Opened,Converted
CAM1522,Campaign Assume,CUST03984,Email,Clicked,Converted
CAM1523,Campaign Year,CUST06130,SMS,Clicked,Converted
CAM1524,Campaign Single,CUST07952,Social Media,Opened,Not Converted
CAM1525,Campaign Account,CUST07608,Social Media,Opened,Not Converted
CAM1526,Campaign Always,CUST05854,Push Notification,Clicked,Not Converted
CAM1527,Campaign Subject,CUST04453,Social Media,Clicked,Not Converted
CAM1528,Campaign Detail,CUST01598,Email,Clicked,Converted
CAM1529,Campaign Check,CUST03958,SMS,Ignored,Converted
CAM1530,Campaign Past,CUST05920,SMS,Opened,Converted
CAM1531,Campaign Shoulder,CUST00793,SMS,Ignored,Converted
CAM1532,Campaign Teach,CUST00370,SMS,Clicked,Converted
CAM1533,Campaign Less,CUST07745,Social Media,Ignored,Converted
CAM1534,Campaign Team,CUST05954,Social Media,Ignored,Converted
CAM1535,Campaign Range,CUST04126,SMS,Clicked,Converted
CAM1536,Campaign Simple,CUST08484,SMS,Opened,Converted
CAM1537,Campaign Put,CUST05268,Push Notification,Opened,Not Converted
CAM1538,Campaign Run,CUST02811,SMS,Opened,Not Converted
CAM1539,Campaign General,CUST08026,Push Notification,Opened,Converted
CAM1540,Campaign Person,CUST06472,Push Notification,Ignored,Converted
CAM1541,Campaign It,CUST07431,SMS,Ignored,Converted
CAM1542,Campaign Everything,CUST09552,Push Notification,Ignored,Not Converted
CAM1543,Campaign Night,CUST09480,Email,Ignored,Not Converted
CAM1544,Campaign Material,CUST04505,Email,Clicked,Converted
CAM1545,Campaign Sort,CUST08229,SMS,Clicked,Not Converted
CAM1546,Campaign Guess,CUST00986,Social Media,Clicked,Converted
CAM1547,Campaign Or,CUST04347,SMS,Ignored,Not Converted
CAM1548,Campaign Difference,CUST00864,Push Notification,Clicked,Not Converted
CAM1549,Campaign Crime,CUST01788,SMS,Opened,Not Converted
CAM1550,Campaign Fly,CUST05200,SMS,Clicked,Not Converted
CAM1551,Campaign Total,CUST01884,Push Notification,Opened,Not Converted
CAM1552,Campaign Vote,CUST03284,Social Media,Opened,Converted
CAM1553,Campaign Professional,CUST05198,Email,Clicked,Not Converted
CAM1554,Campaign Item,CUST01072,Push Notification,Clicked,Not Converted
CAM1555,Campaign Under,CUST09359,Email,Ignored,Not Converted
CAM1556,Campaign Race,CUST00295,SMS,Ignored,Converted
CAM1557,Campaign East,CUST05958,SMS,Opened,Not Converted
CAM1558,Campaign Evidence,CUST06996,Email,Opened,Not Converted
CAM1559,Campaign Community,CUST07208,Push Notification,Ignored,Not Converted
CAM1560,Campaign Condition,CUST02590,Email,Ignored,Not Converted
CAM1561,Campaign Drop,CUST00904,Email,Ignored,Not Converted
CAM1562,Campaign Short,CUST04624,Social Media,Ignored,Converted
CAM1563,Campaign Section,CUST03365,Push Notification,Ignored,Converted
CAM1564,Campaign Top,CUST07107,Social Media,Opened,Converted
CAM1565,Campaign Rate,CUST06610,SMS,Opened,Not Converted
CAM1566,Campaign Decade,CUST07299,Email,Clicked,Not Converted
CAM1567,Campaign Health,CUST01602,Push Notification,Opened,Not Converted
CAM1568,Campaign Usually,CUST05095,Email,Clicked,Converted
CAM1569,Campaign Recognize,CUST00646,SMS,Opened,Not Converted
CAM1570,Campaign Thank,CUST05604,Email,Clicked,Not Converted
CAM1571,Campaign Sound,CUST09490,Push Notification,Opened,Not Converted
CAM1572,Campaign Political,CUST08636,Social Media,Clicked,Converted
CAM1573,Campaign Major,CUST03258,Social Media,Clicked,Converted
CAM1574,Campaign Imagine,CUST06613,Social Media,Clicked,Converted
CAM1575,Campaign Stay,CUST06631,Email,Opened,Not Converted
CAM1576,Campaign Teacher,CUST08851,SMS,Opened,Not Converted
CAM1577,Campaign Exist,CUST03397,Email,Clicked,Not Converted
CAM1578,Campaign Theory,CUST09908,Email,Ignored,Not Converted
CAM1579,Campaign Who,CUST02669,Social Media,Opened,Not Converted
CAM1580,Campaign Show,CUST03279,Email,Opened,Converted
CAM1581,Campaign One,CUST04846,Social Media,Opened,Converted
CAM1582,Campaign Exist,CUST06888,SMS,Ignored,Converted
CAM1583,Campaign Natural,CUST03976,Push Notification,Clicked,Not Converted
CAM1584,Campaign Cover,CUST01579,SMS,Clicked,Not Converted
CAM1585,Campaign Term,CUST02670,SMS,Ignored,Not Converted
CAM1586,Campaign Speak,CUST01234,Push Notification,Clicked,Not Converted
CAM1587,Campaign Book,CUST01263,Social Media,Ignored,Converted
CAM1588,Campaign Option,CUST09260,Email,Clicked,Converted
CAM1589,Campaign Me,CUST04525,Push Notification,Ignored,Not Converted
CAM1590,Campaign Tough,CUST04835,SMS,Clicked,Not Converted
CAM1591,Campaign Edge,CUST09489,Email,Opened,Converted
CAM1592,Campaign Field,CUST09125,Push Notification,Opened,Converted
CAM1593,Campaign Age,CUST00459,Email,Ignored,Converted
CAM1594,Campaign Growth,CUST05290,SMS,Opened,Converted
CAM1595,Campaign Financial,CUST04376,Push Notification,Clicked,Converted
CAM1596,Campaign Form,CUST06677,Push Notification,Opened,Not Converted
CAM1597,Campaign American,CUST06471,Push Notification,Opened,Converted
CAM1598,Campaign Already,CUST05314,Push Notification,Ignored,Not Converted
CAM1599,Campaign Policy,CUST06176,Push Notification,Clicked,Not Converted
CAM1600,Campaign Out,CUST00019,Social Media,Clicked,Converted
CAM1601,Campaign Those,CUST07618,Email,Opened,Not Converted
CAM1602,Campaign Cost,CUST08014,Social Media,Opened,Not Converted
CAM1603,Campaign Myself,CUST09296,Social Media,Ignored,Converted
CAM1604,Campaign Off,CUST02873,Email,Opened,Not Converted
CAM1605,Campaign Financial,CUST02496,Push Notification,Ignored,Converted
CAM1606,Campaign Without,CUST03241,Push Notification,Ignored,Converted
CAM1607,Campaign Opportunity,CUST04776,Push Notification,Ignored,Converted
CAM1608,Campaign Oil,CUST02690,SMS,Opened,Not Converted
CAM1609,Campaign Seven,CUST01421,Email,Opened,Not Converted
CAM1610,Campaign Able,CUST06618,Email,Opened,Not Converted
CAM1611,Campaign Feeling,CUST00920,Email,Ignored,Not Converted
CAM1612,Campaign Later,CUST05098,Email,Opened,Converted
CAM1613,Campaign Involve,CUST09358,Email,Opened,Not Converted
CAM1614,Campaign Democrat,CUST03630,Social Media,Opened,Not Converted
CAM1615,Campaign Heavy,CUST05489,Email,Ignored,Not Converted
CAM1616,Campaign All,CUST06742,SMS,Clicked,Converted
CAM1617,Campaign Big,CUST09228,Email,Opened,Converted
CAM1618,Campaign Production,CUST09716,Email,Opened,Not Converted
CAM1619,Campaign Drive,CUST04121,Push Notification,Opened,Not Converted
CAM1620,Campaign Senior,CUST03185,Social Media,Opened,Converted
CAM1621,Campaign Behavior,CUST06787,Email,Opened,Converted
CAM1622,Campaign Source,CUST06828,Social Media,Opened,Converted
CAM1623,Campaign Technology,CUST06343,Social Media,Opened,Converted
CAM1624,Campaign Laugh,CUST04239,Push Notification,Ignored,Not Converted
CAM1625,Campaign General,CUST04868,Social Media,Clicked,Not Converted
CAM1626,Campaign Bed,CUST05700,SMS,Clicked,Converted
CAM1627,Campaign Environmental,CUST04093,Social Media,Opened,Not Converted
CAM1628,Campaign Foot,CUST06553,Email,Ignored,Converted
CAM1629,Campaign Reduce,CUST02349,Social Media,Opened,Converted
CAM1630,Campaign Pretty,CUST07700,Email,Ignored,Not Converted
CAM1631,Campaign Recognize,CUST06414,Social Media,Ignored,Not Converted
CAM1632,Campaign Box,CUST06759,Email,Ignored,Converted
CAM1633,Campaign Institution,CUST00938,Push Notification,Clicked,Not Converted
CAM1634,Campaign Have,CUST08897,Push Notification,Clicked,Converted
CAM1635,Campaign Senior,CUST01621,Email,Ignored,Converted
CAM1636,Campaign Sure,CUST00319,Push Notification,Clicked,Not Converted
CAM1637,Campaign Important,CUST08336,Push Notification,Opened,Not Converted
CAM1638,Campaign Voice,CUST00302,SMS,Opened,Converted
CAM1639,Campaign Old,CUST01625,Push Notification,Ignored,Converted
CAM1640,Campaign Lawyer,CUST07645,Social Media,Clicked,Converted
CAM1641,Campaign Thus,CUST00746,Email,Ignored,Converted
CAM1642,Campaign Idea,CUST02365,Email,Clicked,Converted
CAM1643,Campaign Consumer,CUST02888,SMS,Opened,Converted
CAM1644,Campaign Life,CUST01938,Push Notification,Clicked,Converted
CAM1645,Campaign Campaign,CUST01131,Email,Ignored,Converted
CAM1646,Campaign Resource,CUST08085,SMS,Clicked,Not Converted
CAM1647,Campaign Want,CUST07664,Push Notification,Ignored,Converted
CAM1648,Campaign Build,CUST07961,SMS,Clicked,Converted
CAM1649,Campaign Mean,CUST01181,Social Media,Opened,Not Converted
CAM1650,Campaign Trip,CUST08797,Push Notification,Opened,Not Converted
CAM1651,Campaign So,CUST06176,Email,Ignored,Not Converted
CAM1652,Campaign Citizen,CUST00185,Push Notification,Clicked,Converted
CAM1653,Campaign Face,CUST00983,Push Notification,Ignored,Converted
CAM1654,Campaign Movie,CUST09809,Social Media,Ignored,Not Converted
